candidate,date,state,cycle,party,pct_estimate,hi,lo,days_until_election,poll_7day_avg,poll_ewa
Trump,2024-03-20,Arizona,2024,REP,44.5724,46.7650875,42.2463775,230,44.65490714285715,44.664164353051724
Biden,2024-03-20,Arizona,2024,DEM,39.18525,41.5984225,36.822155,230,39.33289285714285,39.26529708622095
Trump,2024-03-19,Arizona,2024,REP,43.8463,46.2057375,41.37977,231,44.54477857142857,44.45969826478879
Biden,2024-03-19,Arizona,2024,DEM,39.29845,41.990475,36.6110975,231,39.319607142857144,39.27358531466571
Trump,2024-03-18,Arizona,2024,REP,44.2591,46.75348,41.752065,232,44.48034285714285,44.409548698591585
Biden,2024-03-18,Arizona,2024,DEM,39.61655,42.3532725,37.0127525,232,39.28745,39.35932648599928
Trump,2024-03-17,Arizona,2024,REP,44.33085,46.7994075,41.9009775,233,44.43544285714285,44.38987402394368
Biden,2024-03-17,Arizona,2024,DEM,39.6901,42.495725,37.0274725,233,39.34377857142857,39.442019864499464
Trump,2024-03-16,Arizona,2024,REP,44.2948,46.705935,41.78441,234,44.386807142857144,44.36610551795776
Biden,2024-03-16,Arizona,2024,DEM,39.5375,42.104325,36.942,234,39.39789285714286,39.4658898983746
Trump,2024-03-15,Arizona,2024,REP,44.5181,46.9690675,42.14196,235,44.36248571428571,44.40410413846832
Biden,2024-03-15,Arizona,2024,DEM,39.5037,42.07562,36.99683,235,39.447335714285714,39.47534242378095
Trump,2024-03-14,Arizona,2024,REP,44.633,47.049,42.335815,236,44.350649999999995,44.46132810385124
Biden,2024-03-14,Arizona,2024,DEM,39.63865,42.2131875,37.3071,236,39.49574285714285,39.51616931783571
Trump,2024-03-13,Arizona,2024,REP,44.35685,46.72498,41.96947,237,44.31985714285714,44.435208577888424
Biden,2024-03-13,Arizona,2024,DEM,39.78885,42.21887,37.18268,237,39.58197142857143,39.58433948837678
Trump,2024-03-12,Arizona,2024,REP,44.47935,47.220405,41.77996,238,44.410292857142856,44.44624393341632
Biden,2024-03-12,Arizona,2024,DEM,39.4402,42.6539175,36.415105,238,39.60222142857143,39.54830461628258
Trump,2024-03-11,Arizona,2024,REP,44.48055,47.3929125,41.6763025,239,44.44192857142857,44.454820450062236
Biden,2024-03-11,Arizona,2024,DEM,38.8663,41.9407225,35.9867875,239,39.495042857142856,39.377803462211936
Trump,2024-03-10,Arizona,2024,REP,44.51855,47.4243725,41.672585,240,44.46874285714286,44.47075283754668
Biden,2024-03-10,Arizona,2024,DEM,38.793,41.863925,35.8261525,240,39.366885714285715,39.23160259665895
Trump,2024-03-09,Arizona,2024,REP,44.62995,47.515675,41.798595,241,44.51662142857143,44.51055212816001
Biden,2024-03-09,Arizona,2024,DEM,38.8428,41.6178125,35.837045,241,39.26764285714285,39.13440194749421
Trump,2024-03-08,Arizona,2024,REP,44.6764,47.53067,41.8167025,242,44.53923571428572,44.552014096120004
Biden,2024-03-08,Arizona,2024,DEM,38.8871,41.7384425,36.140755,242,39.17955714285714,39.07257646062066
Trump,2024-03-07,Arizona,2024,REP,44.51965,47.1973975,41.6908875,243,44.523042857142855,44.54392307209
Biden,2024-03-07,Arizona,2024,DEM,38.87005,41.7588325,36.1542325,243,39.06975714285714,39.02194484546549
Trump,2024-03-06,Arizona,2024,REP,44.2891,47.1051525,41.486545,244,44.51336428571428,44.480217304067494
Biden,2024-03-06,Arizona,2024,DEM,38.3937,41.241795,35.8164175,244,38.87045,38.864883634099115
Trump,2024-03-05,Arizona,2024,REP,44.27195,47.04453,41.5909375,245,44.483735714285714,44.42815047805062
Biden,2024-03-05,Arizona,2024,DEM,38.64955,41.5886425,35.943815,245,38.7575,38.811050225574334
Trump,2024-03-04,Arizona,2024,REP,44.2124,47.18587,41.46148,246,44.44542857142857,44.37421285853796
Biden,2024-03-04,Arizona,2024,DEM,38.69705,41.435885,35.851825,246,38.73332142857142,38.78255016918075
Trump,2024-03-03,Arizona,2024,REP,44.05525,46.8213175,41.29492,247,44.379242857142856,44.29447214390347
Biden,2024-03-03,Arizona,2024,DEM,38.3711,41.1500775,35.6688925,247,38.673049999999996,38.67968762688556
Trump,2024-03-02,Arizona,2024,REP,43.713,46.4269525,41.110115,248,44.24825,44.1491041079276
Biden,2024-03-02,Arizona,2024,DEM,38.17665,40.9733525,35.3621925,248,38.57788571428572,38.55392822016417
Trump,2024-03-01,Arizona,2024,REP,43.6351,46.191925,40.973075,249,44.099492857142856,44.0206030809457
Biden,2024-03-01,Arizona,2024,DEM,38.2831,40.9387875,35.6071075,249,38.4916,38.486221165123126
Trump,2024-05-24,California,2024,REP,29.5792,32.8689125,25.9834475,165,33.51340714285714,32.93868592199658
Biden,2024-05-24,California,2024,DEM,49.47955,52.8950125,46.020275,165,49.47955,49.47955
Trump,2024-05-23,California,2024,REP,29.40135,32.74584,26.03221,166,32.787842857142856,32.02542310708169
Biden,2024-05-23,California,2024,DEM,49.6871,53.2265575,46.1170775,166,49.583325,49.59815
Trump,2024-05-22,California,2024,REP,29.3689,32.7061025,25.7610525,167,32.074400000000004,31.345130437756563
Biden,2024-05-22,California,2024,DEM,49.757,53.44258,46.2154125,167,49.64121666666667,49.66684189189189
Trump,2024-05-21,California,2024,REP,29.58765,33.30066,26.189655,168,31.38724285714286,30.897789633116
Biden,2024-05-21,California,2024,DEM,49.36015,53.2335,45.5375025,168,49.570949999999996,49.554680285714284
Trump,2024-05-20,California,2024,REP,29.58505,32.988575,26.4653,169,30.781557142857142,30.565159636851103
Biden,2024-05-20,California,2024,DEM,49.34875,53.0306875,45.443065,169,49.52651,49.48717944942382
Trump,2024-05-19,California,2024,REP,29.62945,33.11371,26.3451375,170,30.154792857142855,30.32886393130235
Biden,2024-05-19,California,2024,DEM,49.89995,53.570025,46.05858,170,49.588750000000005,49.61271465696466
Trump,2024-05-18,California,2024,REP,29.7421,33.2241725,26.15885,171,29.556242857142855,30.181061928683455
Biden,2024-05-18,California,2024,DEM,49.9447,53.83051,46.2624175,171,49.639599999999994,49.708496298513765
Trump,2024-05-17,California,2024,REP,29.73345,33.1739175,26.43083,172,29.578278571428573,30.06852449307369
Biden,2024-05-17,California,2024,DEM,50.05055,53.4855275,46.71047,172,49.721171428571424,49.803523137770235
Trump,2024-05-16,California,2024,REP,29.72905,32.9364225,26.35869,173,29.625092857142857,29.983295497527642
Biden,2024-05-16,California,2024,DEM,50.07335,53.4691225,46.617245,173,49.776349999999994,49.87645599395366
Trump,2024-05-15,California,2024,REP,29.81905,32.7920325,26.7776675,174,29.6894,29.942103494574177
Biden,2024-05-15,California,2024,DEM,50.2503,53.5025225,47.0350975,174,49.84682142857143,49.97549418403944
Trump,2024-05-14,California,2024,REP,29.62605,32.7334875,26.45313,175,29.694885714285714,29.862901746784505
Biden,2024-05-14,California,2024,DEM,50.2082,54.1032175,46.6816175,175,49.96797142857143,50.03623608028016
Trump,2024-05-13,California,2024,REP,29.56235,32.5962675,26.4195475,176,29.691642857142856,29.787629539018663
Biden,2024-05-13,California,2024,DEM,50.2909,53.7536725,46.79902,176,50.10256428571429,50.10198473783184
Trump,2024-05-12,California,2024,REP,29.6919,32.6431225,26.5186725,177,29.700564285714286,29.763665093309605
Biden,2024-05-12,California,2024,DEM,50.58385,54.2839575,47.032245,177,50.20026428571428,50.225382650156256
Trump,2024-05-11,California,2024,REP,29.69145,32.9298,26.313445,178,29.69332857142857,29.74559318678883
Biden,2024-05-11,California,2024,DEM,50.69725,54.21372,47.02523,178,50.30777142857143,50.34548954604419
Trump,2024-05-10,California,2024,REP,29.77775,32.94294,26.6756225,179,29.69965714285714,29.753638444497682
Biden,2024-05-10,California,2024,DEM,50.6056,53.8980625,47.29782,179,50.38706428571428,50.41139792356641
Trump,2024-05-09,California,2024,REP,29.89625,32.633645,26.71119,180,29.723542857142856,29.78931146749833
Biden,2024-05-09,California,2024,DEM,50.62445,53.85625,47.1872075,180,50.46579285714286,50.46520018095142
Trump,2024-05-08,California,2024,REP,29.9414,33.097475,26.95787,181,29.74102142857143,29.82734970242523
Biden,2024-05-08,California,2024,DEM,50.6778,53.887,47.2874625,181,50.52686428571428,50.51875268705392
Trump,2024-05-07,California,2024,REP,30.02755,32.95112,27.0921675,182,29.79837857142857,29.87741567172638
Biden,2024-05-07,California,2024,DEM,50.3583,53.76359,47.0618375,182,50.54830714285714,50.47841208667972
Trump,2024-05-06,California,2024,REP,30.1656,33.20071,26.88069,183,29.884557142857144,29.94947891273372
Biden,2024-05-06,California,2024,DEM,50.43205,53.8019775,47.0029175,183,50.56847142857142,50.466772348909274
Trump,2024-05-05,California,2024,REP,30.2984,33.3506325,27.17491,184,29.971200000000003,30.036724765096963
Biden,2024-05-05,California,2024,DEM,50.47845,53.80651,47.2023375,184,50.55341428571428,50.469701049211324
Trump,2024-05-04,California,2024,REP,30.2785,33.155735,27.473575,185,30.055064285714284,30.097176670543444
Biden,2024-05-04,California,2024,DEM,50.65215,53.9973675,47.253355,185,50.54697142857143,50.51542203009883
Trump,2024-05-03,California,2024,REP,30.26915,33.22,27.3291975,186,30.125264285714287,30.140174322125983
Biden,2024-05-03,California,2024,DEM,50.6665,53.95621,47.319445,186,50.55567142857143,50.55325901644447
Trump,2024-05-02,California,2024,REP,30.4379,33.79415,27.29565,187,30.202642857142855,30.214611349629468
Biden,2024-05-02,California,2024,DEM,50.503,53.8662925,47.006375,187,50.53832142857142,50.54067742999455
Trump,2024-05-01,California,2024,REP,30.485,33.693615,27.19123,188,30.280300000000004,30.282212331981096
Biden,2024-05-01,California,2024,DEM,50.5939,54.135105,47.0578475,188,50.526335714285715,50.55399643667104
Trump,2024-04-30,California,2024,REP,30.31525,33.64591,27.1127175,189,30.3214,30.29047209902126
Biden,2024-04-30,California,2024,DEM,50.59005,54.2169875,47.01005,189,50.55944285714286,50.563016615579905
Trump,2024-04-29,California,2024,REP,30.6793,33.992825,27.417915,190,30.394785714285717,30.387682163968808
Biden,2024-04-29,California,2024,DEM,50.72125,54.0333625,47.262475,190,50.60075714285715,50.60259730132452
Trump,2024-04-28,California,2024,REP,30.4823,33.9245125,26.9086875,191,30.42105714285714,30.411337186861054
Biden,2024-04-28,California,2024,DEM,50.6976,54.30421,47.0429425,191,50.632064285714286,50.62635803404687
Trump,2024-04-27,California,2024,REP,30.39085,33.468965,27.0398575,192,30.437107142857144,30.406215298574757
Biden,2024-04-27,California,2024,DEM,50.7441,54.33615,47.3565125,192,50.645199999999996,50.65580287366138
Trump,2024-04-26,California,2024,REP,30.3409,33.43426,27.3481625,193,30.44735714285714,30.38988625497851
Biden,2024-04-26,California,2024,DEM,50.80515,54.0946825,47.3114075,193,50.66500714285714,50.693148547604046
Trump,2024-04-25,California,2024,REP,30.0498,33.3983625,26.8321075,194,30.391914285714286,30.30486383619869
Biden,2024-04-25,California,2024,DEM,50.9307,54.41511,47.39821,194,50.726107142857146,50.752547018206066
Trump,2024-04-24,California,2024,REP,29.9918,32.98912,26.73939,195,30.321457142857145,30.22659728682835
Biden,2024-04-24,California,2024,DEM,51.19075,54.5690525,47.98192,195,50.81137142857143,50.862112438470874
Trump,2024-04-23,California,2024,REP,29.70015,32.833835,26.395865,196,30.233585714285713,30.094984720611464
Biden,2024-04-23,California,2024,DEM,51.2338,54.63931,47.76327,196,50.90333571428572,50.95504366402019
Trump,2024-04-22,California,2024,REP,29.5984,32.5505675,26.57367,197,30.07917142857143,29.970838013751063
Biden,2024-04-22,California,2024,DEM,51.28535,54.5147325,47.911735,197,50.98392142857143,51.03762646974751
Trump,2024-04-21,California,2024,REP,30.04725,33.028095,27.0080075,198,30.017021428571432,29.989941071098585
Biden,2024-04-21,California,2024,DEM,50.9476,54.3029925,47.47219,198,51.01963571428572,51.015118580513835
Trump,2024-04-20,California,2024,REP,30.21985,33.09115,27.3303225,199,29.992592857142856,30.047418440492233
Biden,2024-04-20,California,2024,DEM,51.1311,54.23308,47.925705,199,51.07492142857143,51.044115164213245
Trump,2024-04-19,California,2024,REP,30.20125,33.0635925,27.139735,200,29.97264285714286,30.08587639920339
Biden,2024-04-19,California,2024,DEM,51.2249,54.408705,47.9754025,200,51.134885714285716,51.08931280971174
Trump,2024-04-18,California,2024,REP,30.2819,33.25411,27.43154,201,30.0058,30.13488236518776
Biden,2024-04-18,California,2024,DEM,51.28685,54.5080325,47.9833825,201,51.185764285714285,51.138698284526434
Trump,2024-04-17,California,2024,REP,30.1471,32.954475,27.2672425,202,30.027985714285716,30.137936776965983
Biden,2024-04-17,California,2024,DEM,51.1452,54.49953,47.9288625,202,51.179257142857146,51.14032374245537
Trump,2024-04-16,California,2024,REP,30.03175,33.063475,27.23045,203,30.075357142857143,30.11139006267918
Biden,2024-04-16,California,2024,DEM,51.2551,54.566835,47.847195,203,51.1823,51.169018191599086
Trump,2024-04-15,California,2024,REP,30.2379,33.0079375,27.3890325,204,30.166714285714285,30.143017564920722
Biden,2024-04-15,California,2024,DEM,51.4093,54.74286,48.207865,204,51.200007142857146,51.22908924780901
Trump,2024-04-14,California,2024,REP,30.34925,33.2277725,27.460275,205,30.209857142857143,30.194575695589403
Biden,2024-04-14,California,2024,DEM,51.3898,54.64747,48.227815,205,51.26317857142857,51.269267238896795
Trump,2024-04-13,California,2024,REP,30.34305,33.15456,27.6686725,206,30.227457142857144,30.2316942835164
Biden,2024-04-13,California,2024,DEM,51.2448,54.3789625,48.179495,206,51.279421428571425,51.26315039457065
Trump,2024-04-12,California,2024,REP,30.4631,33.3481075,27.732165,207,30.264864285714285,30.289545726458993
Biden,2024-04-12,California,2024,DEM,51.148,54.0708025,48.1164875,207,51.268435714285715,51.234362673792575
Trump,2024-04-11,California,2024,REP,30.7748,33.5623825,28.02585,208,30.33527857142857,30.41085931658215
Biden,2024-04-11,California,2024,DEM,50.9031,53.948645,47.7503375,208,51.21361428571429,51.15154674182692
Trump,2024-04-10,California,2024,REP,30.89315,33.95814,27.791825,209,30.441857142857142,30.531432003640475
Biden,2024-04-10,California,2024,DEM,51.2589,54.56132,48.08776,209,51.22985714285714,51.17838512041931
Trump,2024-04-09,California,2024,REP,30.8668,33.8790725,28.0810975,210,30.56115,30.61527401118105
Biden,2024-04-09,California,2024,DEM,51.3729,54.5875125,48.1603675,210,51.24668571428572,51.227013927353056
Trump,2024-04-08,California,2024,REP,30.94665,33.8001125,28.087675,211,30.6624,30.698118014648365
Biden,2024-04-08,California,2024,DEM,51.1429,54.35031,47.908075,211,51.20862857142857,51.205985417286286
Trump,2024-04-07,California,2024,REP,31.0812,33.8247775,28.2224925,212,30.766964285714288,30.79388851641609
Biden,2024-04-07,California,2024,DEM,51.2842,54.701745,48.155735,212,51.19354285714286,51.225539082651224
Trump,2024-04-06,California,2024,REP,31.0738,33.9604475,28.1719925,213,30.87135714285714,30.86386639028767
Biden,2024-04-06,California,2024,DEM,51.2736,54.6010775,48.1015825,213,51.197657142857146,51.237554321061076
Trump,2024-04-05,California,2024,REP,31.1648,34.0013825,28.3456075,214,30.9716,30.939099795115062
Biden,2024-04-05,California,2024,DEM,51.1262,54.45636,47.694385,214,51.19454285714285,51.2097157250302
Trump,2024-04-04,California,2024,REP,31.27205,33.9732375,28.251245,215,31.042635714285716,31.02233734832723
Biden,2024-04-04,California,2024,DEM,51.09195,54.50363,47.994225,215,51.22152142857142,51.18027428126766
Trump,2024-04-03,California,2024,REP,31.3071,34.1196375,28.65356,216,31.10177142857143,31.093528012522512
Biden,2024-04-03,California,2024,DEM,51.04745,54.061535,47.8395025,216,51.191314285714284,51.14706820037275
Trump,2024-04-02,California,2024,REP,31.36195,34.10115,28.6171825,217,31.172507142857143,31.16063351029474
Biden,2024-04-02,California,2024,DEM,50.6178,53.8686075,47.4337525,217,51.083442857142856,51.01475111866677
Trump,2024-04-01,California,2024,REP,31.8231,34.5461925,29.040095,218,31.29771428571428,31.32625013439224
Biden,2024-04-01,California,2024,DEM,50.44725,53.59652,47.2309275,218,50.98406428571428,50.872875813577764
Trump,2024-03-31,California,2024,REP,31.88845,34.481845,29.0745525,219,31.413035714285712,31.466800101857864
Biden,2024-03-31,California,2024,DEM,50.42365,53.54773,47.1878175,219,50.86112857142857,50.760569345090374
Trump,2024-03-30,California,2024,REP,31.95205,34.592355,29.2397525,220,31.538500000000003,31.58811257708197
Biden,2024-03-30,California,2024,DEM,50.5166,53.52022,47.41603,220,50.752985714285714,50.699577002670175
Trump,2024-03-29,California,2024,REP,31.874,34.6133275,29.1849875,221,31.639814285714287,31.659584433115732
Biden,2024-03-29,California,2024,DEM,50.4473,53.451185,47.4074175,221,50.656,50.63650774723492
Trump,2024-03-28,California,2024,REP,31.83045,34.463895,29.1004825,222,31.71958571428571,31.702300824973182
Biden,2024-03-28,California,2024,DEM,50.5803,53.7826425,47.32654,222,50.582907142857145,50.6224558096295
Trump,2024-03-27,California,2024,REP,31.92705,34.60706,29.39175,223,31.80815,31.75848811886443
Biden,2024-03-27,California,2024,DEM,50.5266,53.629975,47.2984225,223,50.50849999999999,50.598491856203125
Trump,2024-03-26,California,2024,REP,31.5511,34.1834275,28.8240525,224,31.835171428571424,31.70664108905521
Biden,2024-03-26,California,2024,DEM,50.82425,53.8597925,47.7397825,224,50.537992857142854,50.65493139395229
Trump,2024-03-25,California,2024,REP,31.53475,34.2289575,28.84217,225,31.79397857142857,31.663668316733528
Biden,2024-03-25,California,2024,DEM,51.24155,54.2842625,48.075185,225,50.65146428571428,50.801586048972
Trump,2024-03-24,California,2024,REP,31.54015,34.319765,28.820395,226,31.74422142857143,31.63278873751895
Biden,2024-03-24,California,2024,DEM,50.9232,54.18794,47.694485,226,50.72282857142857,50.83198953727441
Trump,2024-03-23,California,2024,REP,31.5971,34.2317425,28.907695,227,31.693514285714286,31.62386655313245
Biden,2024-03-23,California,2024,DEM,50.908,54.035775,47.7648875,227,50.77874285714286,50.85099215321148
Trump,2024-03-22,California,2024,REP,31.57845,34.2849625,28.7945725,228,31.651292857142856,31.61251241484289
Biden,2024-03-22,California,2024,DEM,50.9123,54.0005175,47.7771575,228,50.845171428571426,50.86631911506326
Trump,2024-03-21,California,2024,REP,31.4999,34.2163325,28.9107775,229,31.604071428571427,31.584359311120167
Biden,2024-03-21,California,2024,DEM,51.0905,53.9594725,48.0541825,229,50.918057142857144,50.92236433672159
Trump,2024-03-20,California,2024,REP,31.46375,34.146285,28.7196475,230,31.537885714285714,31.554206983330488
Biden,2024-03-20,California,2024,DEM,51.01635,53.9641725,48.0127325,230,50.98802142857143,50.94586075267457
Trump,2024-03-19,California,2024,REP,31.476,33.96225,28.719325,231,31.527157142857142,31.53465523749318
Biden,2024-03-19,California,2024,DEM,50.83,53.9729825,47.818575,231,50.98884285714286,50.916895564382614
Trump,2024-03-18,California,2024,REP,31.53205,34.1997775,28.9000425,232,31.526771428571433,31.534003928119766
Biden,2024-03-18,California,2024,DEM,50.73535,53.5247575,47.91992,232,50.91652857142857,50.87150917314205
Trump,2024-03-17,California,2024,REP,31.75555,34.2345,29.2323875,233,31.55754285714286,31.589390446097294
Biden,2024-03-17,California,2024,DEM,50.5514,53.5270575,47.7568625,233,50.863414285714285,50.79148187966491
Trump,2024-03-16,California,2024,REP,31.6348,34.18845,29.120195,234,31.562928571428568,31.600742834574117
Biden,2024-03-16,California,2024,DEM,50.46535,53.1787575,47.59497,234,50.80017857142857,50.709948909602254
Trump,2024-03-15,California,2024,REP,31.6312,34.180625,29.0989025,235,31.570464285714287,31.608357125931164
Biden,2024-03-15,California,2024,DEM,50.3916,53.19913,47.46598,235,50.72579285714286,50.63036168209449
Trump,2024-03-14,California,2024,REP,31.6867,34.27668,29.19535,236,31.597150000000003,31.627942844449485
Biden,2024-03-14,California,2024,DEM,50.4944,53.210675,47.7337125,236,50.640635714285715,50.59637126153653
Trump,2024-03-13,California,2024,REP,31.4236,33.87542,29.1531025,237,31.591414285714286,31.576857133334936
Biden,2024-03-13,California,2024,DEM,50.6322,53.315055,47.6694725,237,50.58575714285714,50.605328446159184
Trump,2024-03-12,California,2024,REP,31.27535,33.8554525,28.81238,238,31.56275,31.501480349998793
Biden,2024-03-12,California,2024,DEM,50.52755,53.3694175,47.7097675,238,50.542550000000006,50.58588383460834
Trump,2024-03-11,California,2024,REP,31.3864,33.8946675,28.9241425,239,31.541942857142853,31.472710262498403
Biden,2024-03-11,California,2024,DEM,50.09975,52.89689,47.4053475,239,50.45175,50.46435037590446
Trump,2024-03-10,California,2024,REP,31.42355,33.9256525,28.85546,240,31.494514285714285,31.460420196873578
Biden,2024-03-10,California,2024,DEM,49.8812,52.55088,47.3759575,240,50.35600714285714,50.318562781881745
Trump,2024-03-09,California,2024,REP,31.42765,33.83925,29.1731175,241,31.464921428571426,31.452227647655075
Biden,2024-03-09,California,2024,DEM,49.9967,52.64069,47.4578975,241,50.28905714285714,50.238097086392024
Trump,2024-03-08,California,2024,REP,31.50875,33.9169575,29.1770075,242,31.447428571428567,31.466358235741446
Biden,2024-03-08,California,2024,DEM,50.0133,52.7070725,47.5705375,242,50.235014285714286,50.18189781478392
Trump,2024-03-07,California,2024,REP,31.44005,33.74034,28.99938,243,31.412192857142855,31.459781176806032
Biden,2024-03-07,California,2024,DEM,50.03235,52.4830825,47.4819675,243,50.16900714285714,50.1445108610829
Trump,2024-03-06,California,2024,REP,31.07655,33.52524,28.47547,244,31.362614285714283,31.363973382603977
Biden,2024-03-06,California,2024,DEM,49.42935,52.1331525,46.560055,244,49.99717142857143,49.96572064579409
Trump,2024-03-05,California,2024,REP,31.07975,33.55945,28.6914025,245,31.334671428571426,31.29291753695268
Biden,2024-03-05,California,2024,DEM,49.64945,52.3359775,47.00642,245,49.87172857142856,49.88665298433958
Trump,2024-03-04,California,2024,REP,30.8888,33.4449525,28.3307625,246,31.263585714285714,31.191888152714185
Biden,2024-03-04,California,2024,DEM,50.59495,53.2694925,47.798935,246,49.94247142857143,50.06372723826476
Trump,2024-03-03,California,2024,REP,30.9222,33.3874375,28.4177025,247,31.191964285714285,31.12446611453548
Biden,2024-03-03,California,2024,DEM,50.3888,53.109605,47.847095,247,50.014985714285714,50.14499542870204
Trump,2024-03-02,California,2024,REP,30.6918,33.06402,28.141895,248,31.08684285714286,31.016299585901415
Biden,2024-03-02,California,2024,DEM,50.2406,52.7769275,47.71139,248,50.04982857142857,50.16889657152729
Trump,2024-03-01,California,2024,REP,30.56105,32.95399,27.9649725,249,30.951457142857144,30.902487189425905
Biden,2024-03-01,California,2024,DEM,50.3191,52.9536075,47.8620875,249,50.09351428571428,50.206447428646364
Trump,2024-07-21,Florida,2024,REP,46.5209,48.94781,44.01197,107,47.452557142857145,47.312293934393004
Biden,2024-07-21,Florida,2024,DEM,37.7473,40.6829875,34.9127675,107,37.7473,37.7473
Trump,2024-07-20,Florida,2024,REP,46.49365,48.975475,44.0023525,108,47.257078571428565,47.107617530613815
Biden,2024-07-20,Florida,2024,DEM,37.87535,40.7060925,34.9251825,108,37.811325,37.82047142857142
Trump,2024-07-19,Florida,2024,REP,46.3906,48.90938,43.98134,109,47.058,46.92835301871064
Biden,2024-07-19,Florida,2024,DEM,37.8698,40.599425,34.9580575,109,37.830816666666664,37.841802702702694
Trump,2024-07-18,Florida,2024,REP,46.3152,48.9025125,43.769245,110,46.85207857142857,46.775058267651744
Biden,2024-07-18,Florida,2024,DEM,37.6764,40.43433,34.8269925,110,37.7922125,37.781312571428565
Trump,2024-07-17,Florida,2024,REP,45.87965,48.661795,43.06553,111,46.612542857142856,46.55119908564886
Biden,2024-07-17,Florida,2024,DEM,36.96355,40.3523275,33.4878025,111,37.62648,37.5132623559539
Trump,2024-07-16,Florida,2024,REP,45.9572,48.6766975,43.095495,112,46.42455714285715,46.40269577423973
Biden,2024-07-16,Florida,2024,DEM,36.8544,40.15788,33.41135,112,37.4978,37.31288366498366
Trump,2024-07-15,Florida,2024,REP,46.28785,49.116545,43.477165,113,46.263578571428575,46.3739838173567
Biden,2024-07-15,Florida,2024,DEM,37.02115,40.4689575,33.7184025,113,37.42970714285714,37.228715101782065
Trump,2024-07-14,Florida,2024,REP,46.1461,49.0677325,43.23299,114,46.210035714285716,46.317012099096274
Biden,2024-07-14,Florida,2024,DEM,37.22125,40.7032075,33.7926525,114,37.35455714285714,37.22664120220433
Trump,2024-07-13,Florida,2024,REP,46.12335,49.05145,43.319145,115,46.15713571428571,46.26859608742246
Biden,2024-07-13,Florida,2024,DEM,37.1436,40.57637,33.7119825,115,37.25002142857143,37.20419557908283
Trump,2024-07-12,Florida,2024,REP,46.2447,49.14117,43.4995875,116,46.136292857142855,46.262622020507806
Biden,2024-07-12,Florida,2024,DEM,37.24945,40.41625,33.78414,116,37.1614,37.21618431199958
Trump,2024-07-11,Florida,2024,REP,46.3328,49.177645,43.4002725,117,46.13880714285715,46.280166614627625
Biden,2024-07-11,Florida,2024,DEM,36.9954,40.1858575,33.8022425,117,37.06411428571429,37.15855421919034
Trump,2024-07-10,Florida,2024,REP,46.2347,49.110345,43.38364,118,46.18952857142857,46.268799912746104
Biden,2024-07-10,Florida,2024,DEM,36.742,39.9686275,33.8904525,118,37.03246428571429,37.05100902496188
Trump,2024-07-09,Florida,2024,REP,46.1683,48.9260375,43.48677,119,46.21968571428572,46.243674854612486
Biden,2024-07-09,Florida,2024,DEM,36.7002,39.67236,33.7513825,119,37.01043571428572,36.96117249864729
Trump,2024-07-08,Florida,2024,REP,46.3401,49.017665,43.3355475,120,46.22715,46.26778119848855
Biden,2024-07-08,Florida,2024,DEM,36.30225,39.45461,33.193515,120,36.907735714285714,36.79345346496238
Trump,2024-07-07,Florida,2024,REP,46.3954,49.3229975,43.661485,121,46.26276428571429,46.299685955971334
Biden,2024-07-07,Florida,2024,DEM,36.538,39.597705,33.4369,121,36.81012857142857,36.72872510379103
Trump,2024-07-06,Florida,2024,REP,46.36465,48.997015,43.7128425,122,46.29723571428571,46.315926988780326
Biden,2024-07-06,Florida,2024,DEM,36.4996,39.47166,33.568925,122,36.71812857142857,36.67086390847254
Trump,2024-07-05,Florida,2024,REP,46.47065,49.2292275,43.5995775,123,46.32951428571429,46.35460778052884
Biden,2024-07-05,Florida,2024,DEM,35.9929,38.92785,32.974855,123,36.538621428571425,36.500089227157055
Trump,2024-07-04,Florida,2024,REP,46.3297,48.96922,43.5184725,124,46.329071428571424,46.34838083069469
Biden,2024-07-04,Florida,2024,DEM,35.9637,38.87627,33.13468,124,36.39123571428571,36.3652316323416
Trump,2024-07-03,Florida,2024,REP,46.37705,48.7909375,43.84407,125,46.349407142857146,46.35554812708001
Biden,2024-07-03,Florida,2024,DEM,36.06035,38.888875,33.2644625,125,36.29385714285714,36.288687574348785
Trump,2024-07-02,Florida,2024,REP,46.0578,48.78046,43.564285,126,46.33362142857142,46.28111106369352
Biden,2024-07-02,Florida,2024,DEM,36.4056,39.298205,33.5886975,126,36.25177142857143,36.318008664151634
Trump,2024-07-01,Florida,2024,REP,46.12845,48.7433425,43.5321975,127,46.30338571428571,46.24294578561237
Biden,2024-07-01,Florida,2024,DEM,36.53385,39.3802925,33.81823,127,36.28485714285714,36.37209764382731
Trump,2024-06-30,Florida,2024,REP,46.05195,48.6095975,43.3469225,128,46.25432142857142,46.19519682780124
Biden,2024-06-30,Florida,2024,DEM,36.55555,39.2322725,33.8982525,128,36.28736428571428,36.41804268995231
Trump,2024-06-29,Florida,2024,REP,45.8021,48.425065,43.2404975,129,46.17395714285714,46.096922603241396
Biden,2024-06-29,Florida,2024,DEM,36.6093,39.4465875,33.80657,129,36.30303571428571,36.46592107179853
Trump,2024-06-28,Florida,2024,REP,45.7096,48.10636,43.09601,130,46.06523571428572,46.00009193941789
Biden,2024-06-28,Florida,2024,DEM,36.7867,39.5881575,34.1305125,130,36.41643571428572,36.54619635136422
